Name,Location,Kilometers_Driven,Mileage,Engine,Power,Seats,car_age,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third,estimated_new_price
Honda Mobilio RS Option i DTEC,Bangalore,38000,24.5,1498.0,98.6,7.0,9,True,False,False,True,False,False,False,5000
Volkswagen Polo Petrol Highline 1.2L,Kochi,64213,16.47,1198.0,73.9,5.0,12,False,False,True,True,False,False,False,5000
Mercedes-Benz E-Class E 220 d,Delhi,15000,12.6,1950.0,191.34,5.0,7,False,False,True,False,False,False,False,5000
Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,82000,13.5,2987.0,282.0,5.0,13,True,False,False,False,False,False,False,5000
Hyundai Accent GLX,Pune,60000,13.2,1495.0,94.0,5.0,15,False,False,True,True,False,True,False,5000
Maruti Swift Dzire VXi,Chennai,158000,17.5,1298.0,85.8,5.0,12,False,False,True,True,False,False,False,5000
Hyundai i10 Magna,Chennai,73000,20.36,1197.0,78.9,5.0,17,False,False,True,True,False,False,False,5000
Honda Brio 1.2 S MT,Coimbatore,71601,18.5,1198.0,86.8,5.0,11,False,False,True,True,False,False,False,5000
Maruti Ritz VDi,Hyderabad,82328,21.1,1248.0,73.9,5.0,9,True,False,False,True,False,False,False,5000
Honda Brio 1.2 S MT,Kolkata,38000,18.5,1198.0,86.8,5.0,13,False,False,True,True,False,False,False,5000
Maruti Swift VXI BSIV,Pune,85000,20.4,1197.0,81.8,5.0,10,False,False,True,True,False,False,False,5000
Renault Duster 110PS Diesel RxL,Jaipur,116000,19.01,1461.0,108.45,5.0,12,True,False,False,True,False,False,False,5000
Hyundai Santro Xing GLS,Mumbai,65000,17.92,1086.0,62.1,5.0,16,False,False,True,True,False,True,False,5000
Mahindra KUV 100 G80 K4 Plus 5Str,Chennai,5600,18.15,1198.0,82.0,5.0,6,False,False,True,True,False,False,False,5000
Ford Endeavour 3.0L 4X4 AT,Delhi,68000,11.4,2953.0,153.86,7.0,12,True,False,False,False,False,False,False,5000
Tata Indica Vista Terra 1.2 Safire BS IV,Kolkata,29300,15.8,1172.0,65.0,5.0,14,False,False,True,True,False,False,False,5000
Land Rover Discovery Sport TD4 S,Kochi,23342,12.83,2179.0,147.5,5.0,6,True,False,False,False,False,False,False,5000
BMW 3 Series 320d Sport,Coimbatore,41078,22.69,1995.0,190.0,5.0,7,True,False,False,False,False,False,False,5000
Volkswagen Vento 1.5 TDI Highline Plus,Chennai,38000,20.64,1498.0,108.49,5.0,10,True,False,False,True,False,False,False,5000
Tata Indica Vista TDI LS,Hyderabad,132000,19.4,1405.0,70.0,5.0,11,True,False,False,True,False,True,False,5000
Maruti Alto 800 LXI,Pune,35000,22.74,796.0,47.3,5.0,9,False,False,True,True,False,False,False,5000
Ford Figo Diesel LXI,Ahmedabad,80000,20.0,1399.0,68.0,5.0,12,True,False,False,True,False,False,False,5000
Honda Jazz 1.2 V i VTEC,Kolkata,27525,18.7,1199.0,88.7,5.0,9,False,False,True,True,False,False,False,5000
Hyundai Grand i10 1.2 CRDi Magna,Jaipur,27000,24.0,1186.0,73.97,5.0,6,True,False,False,True,False,False,False,5000
Skoda Rapid 1.5 TDI Ambition,Pune,82799,21.14,1498.0,103.52,5.0,9,True,False,False,True,False,False,False,5000
Maruti Ignis 1.2 Alpha,Pune,8000,20.89,1197.0,81.8,5.0,7,False,False,True,True,False,False,False,5000
Toyota Fortuner 4x2 AT,Mumbai,46000,12.55,2982.0,168.5,7.0,10,True,False,False,False,False,True,False,5000
Hyundai Verna 1.6 CRDI,Pune,98000,22.32,1582.0,126.3,5.0,12,True,False,False,True,False,False,False,5000
Hyundai EON Era Plus,Coimbatore,47924,21.1,814.0,55.2,5.0,8,False,False,True,True,False,False,False,5000
Ford Ecosport 1.5 Ti VCT AT Titanium,Chennai,39000,16.5,1499.0,110.0,5.0,11,False,False,True,False,False,False,False,5000
Hyundai Grand i10 Asta Option,Coimbatore,33601,18.9,1197.0,82.0,5.0,7,False,False,True,True,False,False,False,5000
Hyundai Creta 1.6 SX Automatic Diesel,Pune,85000,17.6,1582.0,126.2,5.0,9,True,False,False,False,False,False,False,5000
Toyota Corolla Altis G,Pune,54000,14.53,1798.0,138.1,5.0,12,False,False,True,True,False,False,False,5000
Maruti Vitara Brezza ZDi,Pune,35000,24.3,1248.0,88.5,5.0,7,True,False,False,True,False,False,False,5000
Volkswagen CrossPolo 1.2 TDI,Hyderabad,80020,22.07,1199.0,74.0,5.0,11,True,False,False,True,False,True,False,5000
Ford Ikon 1.4 ZXi,Chennai,87500,13.8,1399.0,68.0,5.0,19,False,False,True,True,False,True,False,5000
Honda Mobilio V i VTEC,Mumbai,59500,17.3,1497.0,117.3,7.0,9,False,False,True,True,False,False,False,5000
Honda Mobilio S i DTEC,Hyderabad,76000,24.2,1498.0,98.6,7.0,9,True,False,False,True,False,False,False,5000
Porsche Cayenne Diesel,Bangalore,43000,15.15,2967.0,240.0,5.0,10,True,False,False,False,False,True,False,5000
Honda Amaze E i-Vtech,Kochi,41850,18.0,1198.0,86.7,5.0,9,False,False,True,True,False,False,False,5000
Audi A3 35 TDI Premium Plus,Hyderabad,52300,20.38,1968.0,143.0,5.0,9,True,False,False,False,False,False,False,5000
Mahindra XUV500 W6 2WD,Pune,31924,15.1,2179.0,140.0,7.0,11,True,False,False,True,False,False,False,5000
Hyundai Verna Transform SX VGT CRDi BS III,Coimbatore,77914,16.2,1493.0,110.0,5.0,10,True,False,False,True,False,False,False,5000
Ford Ecosport 1.5 DV5 MT Trend,Pune,70000,22.7,1498.0,89.84,5.0,11,True,False,False,True,False,False,False,5000
Maruti Alto LXi,Chennai,94385,19.7,796.0,46.3,5.0,14,False,False,True,True,False,True,False,5000
Renault Pulse RxZ,Jaipur,57000,23.08,1461.0,63.12,5.0,12,True,False,False,True,False,True,False,5000
Hyundai EON 1.0 Kappa Magna Plus,Coimbatore,27039,20.3,998.0,68.05,5.0,8,False,False,True,True,False,False,False,5000
Honda Amaze SX i-VTEC,Delhi,11000,18.0,1198.0,86.7,5.0,9,False,False,True,True,False,False,False,5000
Volkswagen Vento 1.5 TDI Highline Plus AT,Jaipur,57669,21.5,1498.0,108.5,5.0,8,True,False,False,False,False,False,False,5000
Toyota Fortuner 3.0 Diesel,Pune,124000,11.5,2982.0,171.0,7.0,13,True,False,False,True,False,False,False,5000
Maruti SX4 S Cross DDiS 200 Zeta,Mumbai,29500,23.65,1248.0,88.5,5.0,7,True,False,False,True,False,False,False,5000
Maruti 800 DX,Jaipur,75000,16.1,796.0,37.0,4.0,24,False,False,True,True,False,False,False,5000
Maruti Celerio VXI AT,Coimbatore,54186,23.1,998.0,67.04,5.0,9,False,False,True,False,False,False,False,5000
Honda Brio E MT,Mumbai,36990,19.4,1198.0,86.8,5.0,9,False,False,True,True,False,False,False,5000
Maruti Swift Dzire Vdi BSIV,Hyderabad,90000,19.3,1248.0,73.9,5.0,8,True,False,False,True,False,False,False,5000
Toyota Innova Crysta 2.8 GX AT 8S,Mumbai,23000,11.36,2755.0,171.5,8.0,6,True,False,False,False,False,False,False,5000
Maruti Ertiga VXI Petrol,Delhi,23582,19.34,1462.0,103.0,7.0,8,False,False,True,True,False,True,False,5000
Maruti A-Star Vxi,Jaipur,87000,19.0,998.0,66.1,5.0,15,False,False,True,True,False,True,False,5000
Fiat Avventura Urban Cross 1.3 Multijet Emotion,Kolkata,1000,20.5,1248.0,91.72,5.0,5,True,False,False,True,False,False,False,5000
Maruti Swift VDI,Kochi,58634,28.4,1248.0,74.0,5.0,9,True,False,False,True,False,False,False,5000
Nissan Sunny Diesel XV,Kochi,41377,22.71,1461.0,84.8,5.0,11,True,False,False,True,False,True,False,5000
Hyundai EON Magna Plus,Jaipur,43000,21.1,814.0,55.2,5.0,9,False,False,True,True,False,False,False,5000
Honda Amaze S i-Vtech,Kochi,77372,18.0,1198.0,86.7,5.0,9,False,False,True,True,False,False,False,5000
Ford Fiesta 1.4 Duratec EXI Limited Edition,Chennai,49000,16.6,1388.0,68.0,5.0,18,False,False,True,True,False,True,False,5000
Honda City i VTEC CVT VX,Delhi,48000,18.0,1497.0,117.3,5.0,9,False,False,True,False,False,False,False,5000
Honda Brio S MT,Hyderabad,30000,19.4,1198.0,86.8,5.0,12,False,False,True,True,False,False,False,5000
Maruti Wagon R VXI BS IV,Kolkata,47000,18.9,998.0,67.1,5.0,12,False,False,True,True,False,False,False,5000
Hyundai Elantra CRDi SX AT,Jaipur,76681,22.7,1582.0,126.2,5.0,8,True,False,False,False,False,False,False,5000
Honda Accord 2.4 Elegance A/T,Mumbai,106565,10.2,2354.0,180.0,5.0,14,False,False,True,False,False,False,False,5000
Maruti Wagon R VXI AMT,Coimbatore,37492,22.5,998.0,67.0,5.0,13,False,False,True,False,False,False,False,5000
Chevrolet Cruze LTZ,Coimbatore,72843,17.3,1998.0,163.7,5.0,10,True,False,False,True,False,True,False,5000
Hyundai i20 1.2 Era,Kochi,55653,17.0,1197.0,80.0,5.0,11,False,False,True,True,False,False,False,5000
Tata Nano Cx BSIV,Ahmedabad,35000,25.4,624.0,37.48,4.0,11,False,False,True,True,False,False,False,5000
Ford Ecosport 1.5 Ti VCT MT Trend,Delhi,44000,15.8,1499.0,110.0,5.0,10,False,False,True,True,False,False,False,5000
Tata Indica Vista TDI LS,Pune,43200,19.1,1405.0,70.0,5.0,12,True,False,False,True,False,False,False,5000
Skoda Octavia Classic 1.9 TDI MT,Jaipur,117000,18.7,1896.0,66.0,5.0,19,True,False,False,True,False,False,False,5000
Mitsubishi Pajero Sport 4X2 AT,Coimbatore,63961,13.5,2477.0,175.56,7.0,8,True,False,False,False,False,False,False,5000
Mini Cooper 3 DOOR D,Mumbai,20000,20.7,1496.0,113.98,4.0,9,True,False,False,False,False,False,False,5000
Hyundai Xcent 1.2 Kappa S Option,Pune,34000,19.1,1197.0,81.86,5.0,8,False,False,True,True,False,False,False,5000
Hyundai i20 Magna 1.2,Kolkata,35000,18.6,1197.0,81.83,5.0,9,False,False,True,True,False,False,False,5000
Hyundai i20 Sportz 1.2,Mumbai,43000,18.5,1197.0,82.85,5.0,11,False,False,True,True,False,False,False,5000
Hyundai i10 Magna,Hyderabad,63193,20.36,1197.0,78.9,5.0,16,False,False,True,True,False,False,False,5000
Toyota Innova 2.5 G4 Diesel 8-seater,Bangalore,110000,12.8,2494.0,102.0,8.0,16,True,False,False,True,False,False,False,5000
Maruti SX4 Vxi BSIV,Kochi,44547,16.51,1586.0,103.2,5.0,13,False,False,True,True,False,False,False,5000
Honda City 1.5 E MT,Ahmedabad,65000,17.0,1497.0,118.0,5.0,13,False,False,True,True,False,False,False,5000
Maruti Ritz LXi,Mumbai,79000,18.5,1197.0,85.8,5.0,12,False,False,True,True,False,True,False,5000
Maruti Alto K10 LXI CNG Optional,Delhi,33000,32.26,998.0,58.2,4.0,7,False,False,False,True,False,False,False,5000
Hyundai i20 2015-2017 Sportz AT 1.4,Pune,108000,15.0,1396.0,98.6,5.0,10,False,False,True,False,False,False,False,5000
Toyota Innova Crysta 2.4 G MT 8S,Kochi,21302,13.68,2393.0,147.8,8.0,6,True,False,False,True,False,False,False,5000
Maruti Swift VDI Optional,Pune,82000,25.2,1248.0,74.0,5.0,10,True,False,False,True,False,False,False,5000
Toyota Innova 2.5 GX (Diesel) 8 Seater,Chennai,173000,12.99,2494.0,100.6,8.0,10,True,False,False,True,False,True,False,5000
Mahindra Quanto C2,Jaipur,72000,17.21,1493.0,100.0,7.0,11,True,False,False,True,False,False,False,5000
Mahindra XUV500 W8 4WD,Bangalore,50299,15.1,2179.0,140.0,7.0,10,True,False,False,True,False,False,False,5000
Audi A6 2011-2015 2.0 TDI Premium Plus,Kolkata,60000,17.68,1968.0,174.33,5.0,10,True,False,False,False,False,False,False,5000
Toyota Fortuner 3.0 Diesel,Kolkata,112999,11.5,2982.0,171.0,7.0,13,True,False,False,True,False,False,False,5000
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,183000,12.8,2494.0,102.0,7.0,14,True,False,False,True,False,False,False,5000
Jaguar XF 2.2 Litre Luxury,Coimbatore,58840,16.36,2179.0,187.7,5.0,8,True,False,False,False,False,False,False,5000
Hyundai Verna 1.6 EX VTVT,Kolkata,58000,17.01,1591.0,121.3,5.0,10,False,False,True,True,False,False,False,5000
Hyundai i20 1.4 CRDi Magna,Jaipur,78000,21.9,1396.0,90.0,5.0,13,True,False,False,True,False,False,False,5000
Skoda Octavia 2.0 TDI MT Style,Ahmedabad,34000,21.0,1968.0,141.0,5.0,6,True,False,False,True,False,False,False,5000
Hyundai i10 Sportz 1.2,Hyderabad,54982,20.36,1197.0,78.9,5.0,12,False,False,True,True,False,False,False,5000
Maruti Alto LXi,Jaipur,65000,19.7,796.0,46.3,5.0,16,False,False,True,True,False,True,False,5000
Renault KWID RXL,Kochi,16292,25.17,799.0,53.3,5.0,6,False,False,True,True,False,False,False,5000
Hyundai Grand i10 Sportz,Mumbai,11206,18.9,1197.0,82.0,5.0,9,False,False,True,True,False,False,False,5000
Hyundai Grand i10 AT Asta,Pune,32100,18.9,1197.0,82.0,5.0,9,False,False,True,False,False,False,False,5000
Maruti Wagon R LXI,Delhi,22296,22.5,998.0,67.04,5.0,6,False,False,True,True,False,True,False,5000
Hyundai i20 Magna 1.4 CRDi,Kolkata,36113,22.54,1396.0,88.73,5.0,9,True,False,False,True,False,False,False,5000
Volvo S80 D5,Delhi,87000,13.1,2400.0,215.0,5.0,13,True,False,False,False,False,True,False,5000
Renault Duster 85PS Diesel RxZ,Jaipur,1001,19.87,1461.0,83.8,5.0,6,True,False,False,True,False,False,False,5000
Honda City i VTEC CVT VX,Hyderabad,39822,18.0,1497.0,117.3,5.0,9,False,False,True,False,False,False,False,5000
Maruti Swift VXI BSIII,Hyderabad,81814,16.1,1298.0,88.2,5.0,16,False,False,True,True,False,False,False,5000
Hyundai Creta 1.6 SX Plus Diesel,Chennai,62000,19.67,1582.0,126.2,5.0,8,True,False,False,True,False,False,False,5000
Maruti Swift Dzire VDI,Pune,71000,26.59,1248.0,74.0,5.0,7,True,False,False,True,False,True,False,5000
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,10452,19.0,1199.0,88.7,5.0,5,False,False,True,False,False,False,False,5000
Tata Tiago 1.2 Revotron XT Option,Kolkata,1520,23.84,1199.0,84.0,5.0,6,False,False,True,True,False,False,False,5000
Honda Brio S MT,Chennai,35315,19.4,1198.0,86.8,5.0,11,False,False,True,True,False,True,False,5000
Maruti Swift VDI BSIV,Hyderabad,91722,25.2,1248.0,74.0,5.0,10,True,False,False,True,False,False,False,5000
Hyundai i20 1.2 Sportz Option,Pune,35976,17.0,1197.0,80.0,5.0,13,False,False,True,True,False,False,False,5000
Renault KWID RXL,Delhi,22000,25.17,799.0,53.3,5.0,8,False,False,True,True,False,False,False,5000
Audi A6 35 TDI Matrix,Hyderabad,71000,18.53,1968.0,187.74,5.0,13,True,False,False,False,False,False,False,5000
Hyundai Grand i10 Asta Option,Pune,25000,18.9,1197.0,82.0,5.0,10,False,False,True,True,False,False,False,5000
Maruti Alto LXI,Hyderabad,54486,19.7,796.0,46.3,5.0,14,False,False,True,True,False,False,False,5000
Jaguar XF 2.0 Petrol Portfolio,Kolkata,18366,10.8,1997.0,246.74,5.0,7,False,False,True,False,False,False,False,5000
Tata Manza Aqua Safire,Kolkata,16000,15.0,1368.0,90.0,5.0,14,False,False,True,True,False,False,False,5000
Tata Nano XTA,Coimbatore,31176,21.9,624.0,37.48,4.0,7,False,False,True,False,False,False,False,5000
BMW X1 sDrive20d,Jaipur,88375,17.05,1995.0,184.0,5.0,12,True,False,False,False,False,True,False,5000
Maruti Wagon R AMT VXI,Jaipur,34500,20.51,998.0,67.0,5.0,7,False,False,True,False,False,False,False,5000
Toyota Fortuner 4x4 MT,Hyderabad,80000,12.55,2982.0,168.5,7.0,12,True,False,False,True,False,False,False,5000
Volkswagen Polo Diesel Trendline 1.2L,Delhi,46000,22.07,1199.0,73.9,5.0,11,True,False,False,True,False,False,False,5000
Honda Civic 2010-2013 1.8 V AT,Mumbai,70000,13.9,1799.0,130.2,5.0,15,False,False,True,False,False,False,True,5000
BMW 7 Series 2007-2012 730Ld,Hyderabad,51000,14.49,2993.0,258.0,5.0,15,True,False,False,False,False,False,False,5000
Mahindra XUV500 AT W10 FWD,Delhi,25000,16.0,2179.0,140.0,7.0,7,True,False,False,False,False,False,False,5000
Hyundai Elantra SX AT,Coimbatore,25132,14.5,1797.0,147.4,5.0,7,False,False,True,False,False,False,False,5000
Toyota Corolla Altis G,Delhi,70000,14.53,1798.0,138.1,5.0,13,False,False,True,True,False,False,False,5000
Maruti Alto 800 2016-2019 LXI,Kochi,48913,24.7,796.0,47.3,5.0,9,False,False,True,True,False,False,False,5000
Honda City i-DTEC SV,Hyderabad,63000,25.6,1498.0,98.6,5.0,10,True,False,False,True,False,False,False,5000
Maruti Alto LXi,Jaipur,90000,19.7,796.0,46.3,5.0,13,False,False,True,True,False,False,False,5000
Honda Brio S MT,Chennai,55000,19.4,1198.0,86.8,5.0,11,False,False,True,True,False,False,False,5000
Volkswagen Polo Petrol Comfortline 1.2L,Mumbai,51000,16.47,1198.0,73.9,5.0,11,False,False,True,True,False,False,False,5000
Maruti Ritz ZXi,Pune,35844,18.5,1197.0,85.8,5.0,12,False,False,True,True,False,True,False,5000
Nissan 370Z AT,Kolkata,14850,10.0,3696.0,328.5,2.0,12,False,False,True,False,False,False,False,5000
Audi A6 2011-2015 2.0 TDI,Hyderabad,98000,17.68,1968.0,174.33,5.0,10,True,False,False,False,False,False,False,5000
Hyundai i20 Asta 1.2,Mumbai,17000,18.6,1197.0,81.83,5.0,9,False,False,True,True,False,False,False,5000
Hyundai Verna 1.6 CRDI,Mumbai,42670,22.32,1582.0,126.3,5.0,11,True,False,False,True,False,False,False,5000
BMW 6 Series Gran Coupe,Kochi,33128,17.54,2993.0,313.0,4.0,10,True,False,False,False,False,False,False,5000
Maruti Alto K10 VXI,Chennai,7300,24.07,998.0,67.1,5.0,6,False,False,True,True,False,True,False,5000
Hyundai i20 1.4 Sportz,Kolkata,53416,22.54,1396.0,88.73,5.0,8,True,False,False,True,False,False,False,5000
Toyota Etios G,Chennai,47000,17.6,1496.0,88.73,5.0,13,False,False,True,True,False,True,False,5000
Hyundai Sonata Embera 2.0L CRDi MT,Ahmedabad,72002,13.6,1991.0,142.0,5.0,16,True,False,False,True,False,True,False,5000
Skoda Rapid 1.5 TDI AT Ambition,Pune,47000,21.72,1498.0,108.4,5.0,8,True,False,False,False,False,False,False,5000
Audi A6 2011-2015 35 TDI Technology,Coimbatore,47634,17.68,1968.0,174.33,5.0,8,True,False,False,False,False,False,False,5000
Volkswagen Polo 1.2 MPI Highline,Ahmedabad,62000,16.47,1198.0,74.0,5.0,9,False,False,True,True,False,False,False,5000
Ford Classic 1.4 Duratorq CLXI,Chennai,65000,19.68,1399.0,67.0,5.0,11,True,False,False,True,False,True,False,5000
Renault Koleos 4X2 MT,Hyderabad,92448,17.15,1995.0,147.9,5.0,10,True,False,False,True,False,False,False,5000
Ford Ecosport 1.5 DV5 MT Ambiente,Chennai,68000,22.7,1498.0,89.84,5.0,10,True,False,False,True,False,False,False,5000
Land Rover Freelander 2 TD4 SE,Mumbai,87000,0.0,2179.0,115.0,5.0,13,True,False,False,False,False,False,False,5000
Honda Amaze E i-DTEC,Pune,108000,25.8,1498.0,98.6,5.0,8,True,False,False,True,False,False,False,5000
Volvo V40 Cross Country D3,Chennai,60000,23.3,1984.0,150.0,5.0,9,True,False,False,False,False,False,False,5000
Hyundai i10 Magna,Chennai,82000,20.36,1197.0,78.9,5.0,13,False,False,True,True,False,False,False,5000
Ford Figo 1.2P Titanium MT,Jaipur,26189,18.16,1196.0,86.8,5.0,8,False,False,True,True,False,False,False,5000
Maruti Ciaz VDi Option SHVS,Jaipur,26300,28.09,1248.0,88.5,5.0,8,True,False,False,True,False,False,False,5000
Toyota Fortuner 4x2 AT TRD Sportivo,Mumbai,35000,12.55,2982.0,168.7,7.0,8,True,False,False,False,False,False,False,5000
Tata Indica Vista Terra Quadrajet 1.3L BS IV,Pune,67000,18.0,1248.0,75.0,5.0,14,True,False,False,True,False,False,False,5000
Hyundai EON Magna,Jaipur,42285,22.0,814.0,55.0,5.0,12,False,False,True,True,False,False,False,5000
Mahindra KUV 100 mFALCON G80 K6 Plus,Kolkata,7000,18.15,1198.0,82.0,6.0,7,False,False,True,True,False,False,False,5000
Hyundai i20 1.2 Spotz,Pune,42000,18.6,1197.0,81.83,5.0,8,False,False,True,True,False,False,False,5000
Hyundai Santro Xing GLS,Kochi,56967,17.92,1086.0,62.1,5.0,9,False,False,True,True,False,False,False,5000
Mercedes-Benz GLA Class 220 d 4MATIC,Coimbatore,29566,17.9,2143.0,170.0,5.0,5,True,False,False,False,False,False,False,5000
Maruti Wagon R Stingray LXI,Kochi,41836,20.51,998.0,67.04,5.0,9,False,False,True,True,False,False,False,5000
Mahindra Bolero Power Plus ZLX,Coimbatore,19764,16.5,1493.0,70.0,7.0,6,True,False,False,True,False,False,False,5000
Tata Indica Vista Aura 1.3 Quadrajet,Kolkata,134000,18.0,1248.0,75.0,5.0,15,True,False,False,True,False,False,False,5000
Hyundai Elite i20 Petrol Sportz,Delhi,8321,18.6,1197.0,81.86,5.0,6,False,False,True,True,False,False,False,5000
Tata Indica Vista TDI LS,Pune,174000,19.1,1405.0,70.0,5.0,9,True,False,False,True,False,False,False,5000
Toyota Qualis FS B3,Pune,119613,13.1,2446.0,75.0,10.0,22,True,False,False,True,False,True,False,5000
Maruti Swift Dzire LXI,Chennai,21000,20.85,1197.0,83.14,5.0,7,False,False,True,True,False,False,False,5000
Volkswagen Vento 1.5 TDI Highline,Mumbai,55600,20.34,1498.0,103.2,5.0,9,True,False,False,True,False,False,False,5000
Fiat Linea Classic 1.3 Multijet,Kolkata,61000,19.5,1248.0,75.0,5.0,10,True,False,False,True,False,False,False,5000
Honda Brio S MT,Pune,38428,19.4,1198.0,86.8,5.0,11,False,False,True,True,False,True,False,5000
Hyundai i20 1.2 Asta,Mumbai,18000,17.0,1197.0,80.0,5.0,12,False,False,True,True,False,False,False,5000
Ford Endeavour 2.2 Titanium AT 4X2,Chennai,7000,12.62,2198.0,158.0,7.0,5,True,False,False,False,False,False,False,5000
Hyundai i20 1.2 Asta,Kochi,24779,18.6,1197.0,81.83,5.0,8,False,False,True,True,False,False,False,5000
Maruti Wagon R VXI 1.2,Kochi,17431,21.5,1197.0,81.8,5.0,5,False,False,True,True,False,False,False,5000
Mahindra Scorpio VLS 2.2 mHawk,Chennai,88000,12.05,2179.0,120.0,8.0,16,True,False,False,True,False,False,False,5000
Maruti Wagon R LXI,Kochi,29347,22.5,998.0,67.04,5.0,9,False,False,True,True,False,False,False,5000
Maruti Ciaz VDi,Ahmedabad,24000,26.21,1248.0,88.5,5.0,9,True,False,False,True,False,False,False,5000
Audi A4 35 TDI Premium Plus,Coimbatore,60249,18.25,1968.0,187.74,5.0,8,True,False,False,False,False,False,False,5000
Maruti Ciaz 1.4 Zeta,Mumbai,15000,20.73,1373.0,91.1,5.0,7,False,False,True,True,False,False,False,5000
Ford Freestyle Titanium Plus Diesel,Kolkata,3013,24.4,1498.0,98.63,5.0,6,True,False,False,True,False,False,False,5000
Mahindra XUV500 W8 4WD,Hyderabad,83503,15.1,2179.0,140.0,7.0,11,True,False,False,True,False,False,False,5000
Chevrolet Cruze LTZ,Mumbai,69000,18.3,1991.0,147.9,5.0,13,True,False,False,True,False,True,False,5000
Hyundai EON D Lite Plus Option,Kolkata,54000,21.1,814.0,55.2,5.0,6,False,False,True,True,False,False,False,5000
Maruti Ritz VDi,Bangalore,49000,23.2,1248.0,73.94,5.0,11,True,False,False,True,False,False,False,5000
Maruti Wagon R VXI,Chennai,36000,22.5,998.0,67.04,5.0,14,False,False,True,True,False,True,False,5000
Ford EcoSport 1.5 Ti VCT MT Titanium,Coimbatore,12899,15.85,1499.0,110.4,5.0,6,False,False,True,True,False,False,False,5000
Renault Duster 110PS Diesel RxZ AMT,Bangalore,56839,19.6,1461.0,108.45,5.0,8,True,False,False,False,False,False,False,5000
Maruti Swift VVT ZXI,Pune,46972,22.0,1197.0,81.8,5.0,12,False,False,True,True,False,False,False,5000
Mahindra Xylo D4,Coimbatore,96012,14.95,2489.0,93.7,7.0,9,True,False,False,True,False,False,False,5000
Honda CR-V 2.4 AT,Ahmedabad,90000,10.1,2354.0,152.0,5.0,14,False,False,True,False,False,False,True,5000
Fiat Punto EVO 1.3 Emotion,Kochi,32835,20.5,1248.0,91.7,5.0,8,True,False,False,True,False,False,False,5000
Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,60739,17.01,1582.0,126.2,5.0,7,True,False,False,False,False,False,False,5000
Fiat Abarth 595 Competizione,Mumbai,19476,19.0,1368.0,160.0,4.0,7,False,False,True,False,False,False,False,5000
Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,15000,18.88,999.0,123.24,5.0,7,False,False,True,True,False,False,False,5000
Jaguar XF 3.0 Litre S Premium Luxury,Hyderabad,53000,14.74,2993.0,270.9,5.0,13,True,False,False,False,False,False,False,5000
Hyundai Grand i10 Sportz,Chennai,20000,18.9,1197.0,82.0,5.0,8,False,False,True,True,False,True,False,5000
Mercedes-Benz M-Class ML 320 CDI,Hyderabad,67000,8.7,2987.0,224.34,5.0,16,True,False,False,False,False,False,False,5000
Toyota Innova 2.5 V Diesel 7-seater,Bangalore,140000,12.8,2494.0,102.0,7.0,15,True,False,False,True,False,True,False,5000
Honda Accord 2.4 AT,Delhi,25000,11.7,2354.0,177.6,5.0,13,False,False,True,False,False,True,False,5000
Maruti Wagon R LXI,Jaipur,69000,18.9,998.0,67.1,5.0,17,False,False,True,True,False,True,False,5000
Hyundai i20 1.4 CRDi Magna,Hyderabad,65461,21.9,1396.0,90.0,5.0,11,True,False,False,True,False,False,False,5000
Maruti Swift VXI,Kolkata,33000,18.6,1197.0,85.8,5.0,10,False,False,True,True,False,False,False,5000
Honda City 1.5 E MT,Ahmedabad,52000,17.0,1497.0,118.0,5.0,13,False,False,True,True,False,False,False,5000
Volkswagen Polo 1.2 MPI Comfortline,Kochi,29215,16.47,1198.0,74.0,5.0,9,False,False,True,True,False,False,False,5000
Hyundai Accent Executive LPG,Jaipur,40000,13.2,1495.0,93.7,5.0,14,False,True,False,True,False,True,False,5000
ISUZU D-MAX V-Cross 4X4,Jaipur,290000,12.4,2499.0,134.0,5.0,7,True,False,False,True,False,False,False,5000
Honda BR-V i-VTEC VX MT,Coimbatore,14519,15.4,1497.0,117.3,7.0,7,False,False,True,True,False,False,False,5000
Maruti Swift Dzire Tour LDI,Jaipur,350000,23.4,1248.0,74.0,5.0,12,True,False,False,True,False,False,False,5000
Honda Mobilio V i DTEC,Kolkata,39000,24.2,1498.0,98.6,7.0,10,True,False,False,True,False,False,False,5000
Maruti Ertiga VXI,Coimbatore,40130,16.02,1373.0,93.7,7.0,8,False,False,True,True,False,False,False,5000
Mitsubishi Pajero Sport 4X2 AT,Bangalore,58000,13.5,2477.0,175.56,7.0,9,True,False,False,False,False,False,False,5000
Mercedes-Benz B Class 2012-2015 B200 Sport CDI,Bangalore,43000,15.0,2147.0,107.3,5.0,11,True,False,False,False,False,False,False,5000
Maruti Eeco 5 STR With AC Plus HTR CNG,Mumbai,15500,15.1,1196.0,73.0,5.0,7,False,False,False,True,False,False,False,5000
Volkswagen Vento 1.6 Trendline,Mumbai,34948,16.09,1598.0,103.5,5.0,13,False,False,True,True,False,False,False,5000
