name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
524,2019.0,700000.0,17000.0,3,1,1,0,204,10,263,47,5.0
971,2012.0,459999.0,70000.0,1,1,1,0,32,71,47,287,8.0
2023,2012.0,350000.0,74000.0,1,1,1,2,309,12,241,161,5.0
1104,2006.0,85000.0,60000.0,3,1,1,2,238,112,180,398,5.0
1079,2016.0,290000.0,15000.0,3,1,1,0,322,112,182,400,5.0
459,2019.0,1000000.0,72000.0,1,1,1,0,365,36,313,193,5.0
1670,2008.0,85000.0,25000.0,3,1,1,2,155,7,213,439,5.0
1105,2003.0,65000.0,114000.0,3,1,1,0,238,112,180,398,5.0
374,2005.0,75000.0,120000.0,3,1,1,0,50,32,2,78,5.0
1593,2003.0,100000.0,250000.0,1,1,1,2,205,55,217,207,5.0
1695,2009.0,170000.0,55768.0,1,1,1,0,159,26,233,95,5.0
546,2017.0,525000.0,40000.0,3,1,0,0,210,10,263,36,5.0
1391,2020.0,265000.0,70000.0,3,1,1,2,303,119,222,424,5.0
1845,2018.0,459999.0,50000.0,3,1,1,0,249,12,276,49,5.0
1098,2017.0,250000.0,20000.0,3,1,1,0,345,119,222,424,5.0
1307,2013.0,395000.0,70000.0,1,1,1,2,335,13,244,178,5.0
555,2014.0,375000.0,60000.0,3,1,1,0,210,10,264,50,5.0
1678,2009.0,120000.0,120000.0,1,1,1,0,159,26,233,90,5.0
1247,2011.0,290000.0,110000.0,1,1,1,2,281,13,241,43,5.0
1829,2017.0,409999.0,60000.0,3,1,1,0,342,12,276,49,5.0
105,2009.0,200000.0,30000.0,3,1,1,0,145,118,207,422,5.0
1608,2018.0,900000.0,35000.0,1,1,1,0,283,36,28,260,5.0
1068,2003.0,50000.0,50000.0,3,1,1,4,136,112,172,388,4.0
1524,2012.0,450000.0,100000.0,1,1,1,0,213,29,25,249,5.0
1033,2012.0,650000.0,80000.0,1,1,1,4,107,71,76,311,7.0
1998,2014.0,300000.0,84000.0,1,1,1,2,246,36,289,237,5.0
245,2014.0,425000.0,60000.0,1,1,1,0,357,36,295,198,5.0
1438,1998.0,55000.0,50000.0,3,1,1,2,169,117,202,411,5.0
706,2011.0,200000.0,60000.0,3,1,1,2,251,10,255,32,5.0
1020,2015.0,975000.0,100000.0,1,1,1,0,131,71,76,311,7.0
828,2013.0,450000.0,70000.0,1,1,1,0,129,90,206,182,7.0
831,2014.0,600000.0,82500.0,1,1,1,2,129,90,206,182,7.0
822,2014.0,550000.0,76000.0,1,1,1,0,129,90,206,183,9.0
1697,2011.0,180000.0,87000.0,1,1,1,0,188,13,248,175,5.0
1045,2010.0,300000.0,120000.0,1,1,1,0,74,88,33,277,7.0
1865,2016.0,350000.0,70000.0,3,1,1,2,176,7,291,105,5.0
1307,2014.0,465000.0,90000.0,1,1,1,0,335,13,244,178,5.0
1735,2010.0,200000.0,188000.0,1,1,1,2,282,13,294,192,5.0
78,2014.0,350000.0,120000.0,1,1,1,2,194,13,240,148,8.0
411,2015.0,650000.0,80000.0,3,1,1,0,171,35,42,115,5.0
704,2010.0,150000.0,123278.0,3,1,1,2,251,10,255,32,5.0
398,2014.0,560000.0,100000.0,1,1,1,2,369,36,313,193,5.0
751,2015.0,625000.0,90000.0,1,1,1,0,285,24,292,218,5.0
290,2012.0,220000.0,110000.0,1,1,1,0,244,25,225,139,5.0
286,2013.0,250000.0,110000.0,1,1,1,0,244,25,228,139,5.0
1863,2018.0,575000.0,70000.0,1,1,1,0,264,13,291,174,5.0
1034,2015.0,1050000.0,65000.0,1,1,1,0,107,71,76,311,7.0
790,2015.0,3000000.0,70000.0,1,1,0,2,141,71,136,367,5.0
1771,2012.0,200000.0,90000.0,1,1,1,4,21,71,73,302,7.0
1087,2016.0,262000.0,50000.0,3,1,1,0,322,112,182,400,5.0
504,2018.0,299000.0,33000.0,3,1,1,0,281,114,191,407,5.0
1081,2015.0,250000.0,26500.0,3,1,1,0,322,112,182,400,5.0
601,2011.0,140000.0,60000.0,3,1,1,1,186,2,206,431,5.0
1307,2013.0,360000.0,70000.0,1,1,1,4,335,13,244,178,5.0
125,2015.0,210000.0,80000.0,3,1,1,0,263,11,223,10,5.0
731,2017.0,600000.0,60000.0,1,1,1,0,318,24,292,221,5.0
1584,2011.0,210000.0,100000.0,1,1,1,0,228,12,248,158,5.0
2042,2011.0,300000.0,80000.0,1,1,1,2,260,46,16,260,5.0
554,2016.0,450000.0,35000.0,3,1,1,0,210,10,264,50,5.0
229,2018.0,3200000.0,35000.0,1,1,0,0,9,107,145,369,7.0
549,2019.0,550000.0,10000.0,3,1,1,0,210,10,263,36,5.0
1683,2011.0,100000.0,80000.0,1,1,1,0,188,13,248,167,5.0
504,2012.0,185000.0,50000.0,3,1,1,2,281,114,191,407,5.0
1389,2006.0,80000.0,90000.0,3,1,1,2,169,1,210,413,5.0
1087,2017.0,295000.0,80000.0,3,1,1,0,354,112,182,400,5.0
1555,2017.0,360000.0,25000.0,3,1,1,0,328,120,220,426,5.0
1093,2014.0,210000.0,70000.0,3,1,1,0,274,119,224,424,5.0
526,2019.0,585000.0,80000.0,3,1,0,0,171,10,263,47,5.0
2032,2016.0,560000.0,50000.0,1,1,1,0,246,36,291,237,5.0
396,2015.0,600000.0,70000.0,1,1,1,0,369,36,313,193,5.0
141,2017.0,330000.0,60000.0,3,1,1,0,263,11,220,10,5.0
670,2019.0,990000.0,15000.0,3,1,1,0,159,42,51,127,5.0
1890,2012.0,300000.0,90000.0,1,1,1,0,338,19,224,144,5.0
1781,2018.0,650000.0,28000.0,3,1,1,0,159,11,27,143,5.0
530,2019.0,695000.0,20000.0,3,1,0,0,171,10,263,58,5.0
558,2014.0,300000.0,60000.0,1,1,1,0,346,3,232,137,5.0
1081,2015.0,270000.0,22000.0,3,1,1,0,322,112,182,400,5.0
1766,2010.0,185000.0,70000.0,1,1,1,2,21,71,73,302,7.0
96,2013.0,200000.0,80000.0,1,1,1,0,310,13,251,200,5.0
1395,2019.0,459999.0,35000.0,0,1,1,0,375,119,198,408,5.0
1789,2018.0,860000.0,60000.0,1,1,1,0,294,35,27,278,5.0
1824,2018.0,400000.0,20000.0,3,1,1,0,342,12,276,49,5.0
1247,2013.0,240000.0,142000.0,1,1,1,2,332,13,242,178,5.0
1317,2015.0,570000.0,72000.0,1,1,1,0,374,13,244,178,5.0
192,2018.0,850000.0,90000.0,1,1,1,0,327,36,317,199,5.0
290,2011.0,155000.0,80000.0,1,1,1,4,244,25,225,139,5.0
726,2011.0,270000.0,125000.0,1,1,1,0,327,24,297,224,5.0
1172,2015.0,610000.0,33000.0,3,1,1,0,267,21,298,85,5.0
484,2015.0,1000000.0,50000.0,1,1,1,0,235,39,59,275,5.0
940,2012.0,450000.0,120000.0,1,1,1,2,32,71,47,287,9.0
679,2018.0,500000.0,35000.0,1,1,1,0,362,6,243,171,5.0
335,2018.0,700000.0,43000.0,1,1,1,0,381,36,314,193,5.0
1106,2007.0,135000.0,60000.0,3,1,1,0,238,112,180,398,5.0
940,2012.0,430000.0,148000.0,1,1,1,2,32,71,47,287,9.0
638,2014.0,625000.0,70000.0,1,1,1,2,314,39,62,274,5.0
1501,2011.0,280000.0,96000.0,3,1,1,0,157,36,310,89,5.0
917,2015.0,800000.0,70000.0,1,1,1,0,115,65,47,284,7.0
1247,2012.0,220000.0,70000.0,1,1,1,2,332,13,242,178,5.0
1222,2017.0,620000.0,18484.0,3,1,1,0,273,10,261,41,5.0
1792,2011.0,300000.0,70000.0,1,1,1,0,72,71,71,302,7.0
1103,2010.0,180000.0,25000.0,3,1,1,2,238,112,180,398,5.0
2023,2013.0,250000.0,120000.0,1,1,1,4,309,12,241,161,5.0
1301,2017.0,480000.0,55000.0,3,1,1,0,270,10,272,55,5.0
197,2019.0,885000.0,10000.0,3,1,1,2,159,35,52,124,5.0
872,2020.0,550000.0,60000.0,1,1,1,0,361,11,252,173,6.0
1318,2018.0,800000.0,30000.0,1,1,1,0,384,13,245,178,5.0
601,2013.0,180000.0,65000.0,3,1,1,0,186,2,206,431,5.0
1215,2010.0,200000.0,27000.0,3,1,1,0,393,121,322,441,5.41671936259011
779,2012.0,380000.0,50000.0,1,1,1,2,305,24,293,220,5.0
1837,2019.0,520000.0,2560.0,3,1,0,0,346,12,274,49,5.0
1103,2004.0,90000.0,60000.0,3,1,1,0,238,112,180,398,5.0
1408,2016.0,330000.0,80000.0,3,1,1,2,258,119,221,424,5.0
1062,1999.0,40000.0,50000.0,3,1,1,2,136,112,172,388,4.0
78,2015.0,370000.0,120000.0,1,1,1,0,194,13,240,148,8.0
392,2009.0,290000.0,120000.0,3,1,1,2,154,35,38,118,5.0
508,2013.0,215000.0,47000.0,3,1,1,2,281,114,191,407,5.0
1647,2017.0,1282000.0,45000.0,1,1,1,0,177,71,93,348,7.0
1946,2012.0,610000.0,90000.0,1,1,1,0,45,85,7,187,8.0
761,2013.0,380000.0,110000.0,1,1,1,2,288,24,293,219,5.0
913,2017.0,1250000.0,95000.0,1,1,1,0,115,65,47,284,7.0
629,2012.0,400000.0,103655.0,1,1,1,2,314,39,61,275,5.0
777,2018.0,700000.0,25000.0,3,1,0,2,171,10,263,47,5.0
1524,2014.0,650000.0,80000.0,1,1,1,0,213,29,25,249,5.0
1760,2014.0,95000.0,50000.0,3,1,1,2,362,110,174,380,4.0
1020,2015.0,1147000.0,56975.0,1,1,1,0,131,71,76,311,7.0
595,2010.0,150000.0,110000.0,3,1,1,0,0,2,205,431,5.0
1104,2008.0,120000.0,80000.0,3,1,1,4,238,112,180,398,5.0
574,2003.0,130000.0,74770.0,0,1,1,4,393,121,322,441,5.41671936259011
258,2010.0,180000.0,187000.0,1,0,1,2,183,25,225,135,5.0
252,2013.0,325000.0,69000.0,1,0,1,0,204,22,220,139,5.0
204,2015.0,550000.0,206000.0,1,0,1,0,323,36,312,199,5.0
202,2018.0,950000.0,27000.0,1,0,1,0,323,36,312,199,5.0
215,2014.0,500000.0,132000.0,1,0,1,2,320,36,296,198,5.0
183,2017.0,725000.0,75000.0,1,0,1,0,370,36,320,212,5.0
284,2015.0,500000.0,18000.0,3,0,1,2,202,8,308,59,5.0
998,2011.0,180000.0,218000.0,1,1,1,0,275,29,212,139,5.0
737,2016.0,650000.0,10000.0,1,1,1,0,318,24,292,221,5.0
1344,2010.0,285000.0,80000.0,1,1,1,0,183,13,248,178,5.0
998,2011.0,210000.0,215000.0,1,1,1,0,275,29,212,139,5.0
251,2012.0,200000.0,137000.0,1,1,1,0,183,25,220,139,5.0
2043,2011.0,295000.0,65000.0,1,1,1,2,260,46,16,260,5.0
386,2007.0,160000.0,120000.0,3,1,1,4,180,35,253,66,5.0
1135,2017.0,450000.0,10000.0,3,1,0,0,331,119,221,424,5.0
132,2016.0,385000.0,20000.0,3,1,1,0,262,11,220,10,7.0
252,2011.0,350000.0,93500.0,1,1,1,2,204,22,220,139,5.0
788,2017.0,2711000.0,9000.0,1,0,0,0,65,67,124,362,5.0
809,2019.0,5150000.0,20000.0,3,0,0,0,315,83,153,197,5.0
789,2017.0,3200000.0,45000.0,1,0,0,0,223,67,124,362,5.0
1794,2015.0,503000.0,110000.0,1,1,1,0,78,71,86,300,7.0
2054,2019.0,3800000.0,20000.0,1,1,0,0,188,60,141,345,5.0
1867,2016.0,2000000.0,68089.0,3,2,0,0,219,85,96,209,5.0
1391,2013.0,225000.0,58343.0,3,2,1,0,303,119,222,424,5.0
1112,2018.0,740000.0,38817.0,1,0,1,0,380,13,244,178,5.0
449,2016.0,550000.0,56494.0,3,2,1,0,194,12,291,31,5.0
1950,2013.0,750000.0,79328.0,1,2,1,2,49,85,5,188,7.0
1280,2019.0,650000.0,5621.0,3,2,0,0,307,10,261,41,5.0
1907,2017.0,625000.0,25538.0,3,2,1,0,153,34,292,88,5.0
1283,2018.0,600000.0,69779.0,3,0,0,0,307,10,261,41,5.0
542,2017.0,450000.0,56290.0,1,0,1,0,346,6,243,170,5.0
51,2019.0,5400000.0,7500.0,1,0,0,0,153,64,141,348,5.0
51,2019.0,5500000.0,8500.0,1,0,0,0,153,64,141,348,5.0
343,2019.0,779000.0,7032.0,3,2,0,0,212,12,293,31,5.0
1614,2016.0,645000.0,11000.0,3,0,0,0,84,46,14,129,5.0
2053,2018.0,2475000.0,2000.0,1,0,0,0,154,61,90,322,5.0
788,2017.0,2711000.0,9000.0,1,0,0,0,65,67,124,362,5.0
809,2019.0,5150000.0,20000.0,3,0,0,0,315,83,153,197,5.0
789,2017.0,3200000.0,45000.0,1,0,0,0,223,67,124,362,5.0
1794,2015.0,503000.0,110000.0,1,1,1,0,78,71,86,300,7.0
2054,2019.0,3800000.0,20000.0,1,1,0,0,188,60,141,345,5.0
1867,2016.0,2000000.0,68089.0,3,2,0,0,219,85,96,209,5.0
1391,2013.0,225000.0,58343.0,3,2,1,0,303,119,222,424,5.0
1112,2018.0,740000.0,38817.0,1,0,1,0,380,13,244,178,5.0
449,2016.0,550000.0,56494.0,3,2,1,0,194,12,291,31,5.0
1950,2013.0,750000.0,79328.0,1,2,1,2,49,85,5,188,7.0
1280,2019.0,650000.0,5621.0,3,2,0,0,307,10,261,41,5.0
1907,2017.0,625000.0,25538.0,3,2,1,0,153,34,292,88,5.0
1283,2018.0,600000.0,69779.0,3,0,0,0,307,10,261,41,5.0
542,2017.0,450000.0,56290.0,1,0,1,0,346,6,243,170,5.0
51,2019.0,5400000.0,7500.0,1,0,0,0,153,64,141,348,5.0
51,2019.0,5500000.0,8500.0,1,0,0,0,153,64,141,348,5.0
343,2019.0,779000.0,7032.0,3,2,0,0,212,12,293,31,5.0
1614,2016.0,645000.0,11000.0,3,0,0,0,84,46,14,129,5.0
2053,2018.0,2475000.0,2000.0,1,0,0,0,154,61,90,322,5.0
1297,2019.0,558000.0,70000.0,1,1,1,0,384,13,245,178,5.0
601,2010.0,165000.0,56000.0,3,1,1,4,186,2,206,431,5.0
779,2012.0,300000.0,80000.0,1,1,1,2,305,24,293,220,5.0
589,2019.0,500000.0,5000.0,3,1,1,0,249,2,225,440,5.0
1033,2012.0,900000.0,100000.0,1,1,1,0,107,71,76,311,7.0
52,2008.0,830000.0,60000.0,1,1,0,4,11,104,156,382,5.0
38,2008.0,890000.0,70000.0,1,1,0,4,393,121,322,441,5.41671936259011
1607,2014.0,640000.0,65000.0,1,1,1,2,284,36,15,260,5.0
945,2015.0,900000.0,70000.0,1,1,1,4,115,71,47,284,7.0
80,2013.0,450000.0,60000.0,1,1,1,0,194,13,240,148,7.0
1151,2018.0,825000.0,82000.0,1,1,1,0,383,13,289,193,5.0
1632,2013.0,500000.0,80000.0,1,1,1,2,67,71,73,302,7.0
889,2017.0,325000.0,5000.0,3,1,1,2,192,11,264,54,6.0
1521,2014.0,450000.0,133000.0,1,1,1,0,213,29,25,249,5.0
461,2017.0,675000.0,25000.0,3,1,1,2,175,12,291,31,5.0
1864,2017.0,415000.0,15000.0,3,1,1,0,176,7,291,105,5.0
476,2017.0,1100000.0,40000.0,1,1,1,0,289,24,291,221,5.0
1988,2016.0,500000.0,35000.0,3,1,1,0,159,11,239,27,5.0
831,2014.0,509999.0,70000.0,1,1,1,2,129,90,206,182,7.0
926,2007.0,200000.0,152000.0,1,1,1,1,3,92,47,287,9.0
1059,2007.0,60000.0,100000.0,3,1,1,2,136,112,172,388,4.0
629,2013.0,500000.0,80000.0,1,1,1,2,314,39,61,275,5.0
1657,2009.0,45000.0,100000.0,1,1,1,2,166,24,189,412,5.0
1559,2017.0,270000.0,50000.0,3,1,1,0,359,113,188,405,5.0
743,2017.0,550000.0,40000.0,3,1,1,0,165,10,263,46,5.0
1551,2016.0,235000.0,60000.0,3,1,1,0,328,120,220,426,5.0
721,2018.0,600000.0,40000.0,3,1,1,0,204,10,262,48,5.0
443,2015.0,525000.0,60000.0,1,1,1,0,379,36,313,193,5.0
1338,2012.0,325000.0,90000.0,1,1,1,0,325,13,244,178,5.0
1317,2014.0,420000.0,90000.0,1,1,1,0,335,13,244,178,5.0
1096,2014.0,229999.0,60000.0,3,1,1,2,274,119,224,424,5.0
1317,2013.0,375000.0,80000.0,1,1,1,1,335,13,244,178,5.0
972,2012.0,750000.0,120000.0,1,1,1,0,32,71,47,287,8.0
1829,2018.0,400000.0,40000.0,3,1,1,0,342,12,276,49,5.0
1029,2013.0,600000.0,91000.0,1,1,1,0,107,71,76,311,7.0
608,2008.0,110000.0,80000.0,3,1,1,4,183,2,207,421,5.0
1057,2007.0,45000.0,73257.0,3,1,1,0,136,112,172,388,4.0
847,2019.0,722000.0,80000.0,1,1,1,0,0,90,232,190,2.0
1833,2020.0,500000.0,15000.0,3,1,1,0,342,12,275,49,5.0
657,2007.0,250000.0,110000.0,1,1,1,2,190,32,30,250,5.0
1608,2018.0,950000.0,40000.0,1,1,1,0,283,36,28,260,5.0
1499,2013.0,375000.0,212000.0,1,1,1,0,297,29,278,196,5.0
1317,2018.0,780000.0,30000.0,1,1,1,0,384,13,245,178,5.0
575,2018.0,575000.0,30000.0,3,1,1,0,249,2,225,440,5.0
721,2017.0,563000.0,30000.0,3,1,1,2,204,10,262,48,5.0
1829,2017.0,450000.0,15000.0,3,1,1,0,342,12,276,49,5.0
1966,2020.0,2300000.0,1000.0,1,1,0,0,66,80,83,329,7.0
1057,1999.0,80000.0,26320.0,3,1,1,0,136,112,172,388,4.0
762,2010.0,320000.0,135000.0,1,1,1,2,327,24,297,224,5.0
428,2008.0,375000.0,100000.0,3,1,1,4,62,54,64,149,5.0
1179,2017.0,400000.0,120000.0,3,1,1,0,114,9,237,5,5.0
1052,2011.0,600000.0,230000.0,1,1,1,0,74,88,33,277,7.0
1551,2016.0,315000.0,60000.0,3,1,1,2,328,120,220,426,5.0
29,2012.0,1100000.0,80000.0,1,1,0,2,134,64,130,337,5.0
1309,2010.0,350000.0,190000.0,1,1,1,2,222,13,241,178,5.0
1179,2016.0,375000.0,120000.0,3,1,1,0,114,9,237,5,5.0
1943,2013.0,1050000.0,217000.0,1,1,1,2,49,85,5,188,8.0
316,2005.0,130000.0,90000.0,1,1,1,4,393,121,322,441,5.41671936259011
1134,2015.0,350000.0,29000.0,3,1,1,0,331,119,221,424,5.0
596,2011.0,170000.0,120000.0,0,1,1,1,393,121,322,441,5.41671936259011
1390,2010.0,120000.0,120000.0,3,1,1,4,210,1,220,415,5.0
1029,2015.0,819999.0,90000.0,1,1,1,0,131,71,76,311,7.0
717,2018.0,700000.0,30000.0,3,1,1,0,204,10,262,48,5.0
1149,2018.0,451999.0,30000.0,3,1,0,2,331,119,221,424,5.0
561,2016.0,500000.0,56000.0,3,1,1,4,210,10,264,50,5.0
1952,2015.0,1250000.0,90000.0,1,1,1,0,49,85,5,191,8.0
986,2015.0,500000.0,120000.0,1,1,1,0,201,32,2,241,7.0
1339,2015.0,490000.0,60000.0,1,1,1,0,360,13,244,178,5.0
1319,2008.0,200000.0,147000.0,1,1,1,2,222,13,241,178,5.0
1410,2012.0,240000.0,35000.0,3,1,1,0,210,119,224,424,5.0
721,2018.0,655000.0,19500.0,3,1,1,0,204,10,262,48,5.0
744,2018.0,620000.0,38426.0,3,1,1,0,165,10,263,46,5.0
1354,2015.0,450000.0,35000.0,3,1,1,2,254,10,271,55,5.0
1392,2014.0,310000.0,35000.0,3,1,1,2,258,119,221,424,5.0
1106,2007.0,150000.0,50000.0,3,1,1,4,238,112,180,398,5.0
61,2012.0,180000.0,120000.0,1,1,1,0,363,116,196,123,5.0
1693,2011.0,150000.0,120000.0,1,1,1,0,225,26,232,94,5.0
287,2011.0,160000.0,112000.0,1,1,1,2,244,25,225,139,5.0
934,2013.0,600000.0,70000.0,1,1,1,4,74,90,248,190,8.0
1623,2012.0,380000.0,145000.0,1,1,1,0,257,46,14,260,5.0
1720,2007.0,120000.0,135000.0,1,1,1,0,159,26,232,79,5.0
1932,2011.0,350000.0,500000.0,1,1,1,2,49,85,4,191,7.0
1721,2012.0,135000.0,146000.0,1,1,1,0,232,26,232,93,5.0
549,2018.0,610000.0,10000.0,3,1,1,0,210,10,263,36,5.0
2014,2020.0,260000.0,50000.0,1,1,1,0,246,36,289,237,5.0
694,2017.0,500000.0,25000.0,3,1,1,0,246,10,263,36,5.0
1546,2016.0,220000.0,20000.0,3,1,1,0,328,120,220,426,5.0
426,2006.0,121000.0,70000.0,3,1,1,2,62,54,64,149,5.0
1712,2017.0,350000.0,50000.0,1,1,1,0,356,24,231,106,5.0
18,2018.0,2200000.0,25000.0,1,1,0,2,109,59,130,337,5.0
726,2011.0,280000.0,100000.0,1,1,1,2,327,24,297,224,5.0
1782,2020.0,919999.0,20000.0,3,1,1,0,159,11,27,143,5.0
726,2011.0,320000.0,155000.0,1,1,1,0,327,24,297,224,5.0
289,2012.0,140000.0,70000.0,1,1,1,1,244,25,225,139,5.0
1264,2012.0,310000.0,25000.0,1,1,1,2,294,13,294,193,5.0
1066,2006.0,65000.0,120000.0,3,1,1,2,136,112,172,388,4.0
80,2013.0,300000.0,90000.0,1,1,1,0,194,13,240,148,7.0
788,2017.0,2711000.0,9000.0,1,0,0,0,65,67,124,362,5.0
809,2019.0,5150000.0,20000.0,3,0,0,0,315,83,153,197,5.0
789,2017.0,3200000.0,45000.0,1,0,0,0,223,67,124,362,5.0
1794,2015.0,503000.0,110000.0,1,1,1,0,78,71,86,300,7.0
2054,2019.0,3800000.0,20000.0,1,1,0,0,188,60,141,345,5.0
1867,2016.0,2000000.0,68089.0,3,2,0,0,219,85,96,209,5.0
1391,2013.0,225000.0,58343.0,3,2,1,0,303,119,222,424,5.0
1112,2018.0,740000.0,38817.0,1,0,1,0,380,13,244,178,5.0
449,2016.0,550000.0,56494.0,3,2,1,0,194,12,291,31,5.0
1950,2013.0,750000.0,79328.0,1,2,1,2,49,85,5,188,7.0
1280,2019.0,650000.0,5621.0,3,2,0,0,307,10,261,41,5.0
1907,2017.0,625000.0,25538.0,3,2,1,0,153,34,292,88,5.0
1283,2018.0,600000.0,69779.0,3,0,0,0,307,10,261,41,5.0
542,2017.0,450000.0,56290.0,1,0,1,0,346,6,243,170,5.0
51,2019.0,5400000.0,7500.0,1,0,0,0,153,64,141,348,5.0
51,2019.0,5500000.0,8500.0,1,0,0,0,153,64,141,348,5.0
343,2019.0,779000.0,7032.0,3,2,0,0,212,12,293,31,5.0
1614,2016.0,645000.0,11000.0,3,0,0,0,84,46,14,129,5.0
2053,2018.0,2475000.0,2000.0,1,0,0,0,154,61,90,322,5.0
1032,2011.0,575000.0,110000.0,1,1,1,2,107,71,76,311,7.0
1855,2014.0,440000.0,110000.0,1,1,1,2,61,71,71,304,5.0
1338,2012.0,380000.0,100000.0,1,1,1,2,325,13,244,178,5.0
1736,2010.0,140000.0,116700.0,3,1,1,1,103,20,297,57,5.0
1857,2015.0,475000.0,25000.0,1,1,1,0,326,13,244,174,5.0
1037,2011.0,200000.0,200000.0,1,1,1,4,50,84,309,226,8.0
1335,2010.0,400000.0,176062.0,1,1,1,0,183,13,248,178,5.0
1937,2008.0,425000.0,250000.0,1,1,1,4,45,85,7,187,8.0
585,2003.0,68000.0,70000.0,3,1,1,2,393,121,322,441,5.41671936259011
323,2015.0,509999.0,82000.0,1,1,1,0,367,36,313,193,5.0
702,2010.0,275000.0,80000.0,3,1,1,0,240,2,226,436,5.0
74,2017.0,650000.0,40000.0,1,1,1,2,194,13,238,148,7.0
802,2019.0,1850000.0,14000.0,1,1,1,0,163,58,114,324,5.0
1526,2014.0,650000.0,129000.0,1,1,1,0,239,29,25,245,5.0
177,2016.0,360000.0,60000.0,1,1,1,2,257,13,300,202,5.0
1996,2018.0,650000.0,82000.0,1,1,0,0,301,36,29,261,5.0
808,2013.0,2000000.0,77500.0,1,1,0,4,44,71,136,359,5.0
74,2017.0,675000.0,50000.0,1,1,1,2,194,13,238,148,7.0
1057,2006.0,50000.0,40000.0,3,1,1,4,136,112,172,388,4.0
1412,2017.0,445000.0,39500.0,3,1,1,0,259,10,261,41,5.0
531,2018.0,750000.0,40000.0,1,1,1,0,318,24,293,231,5.0
1338,2012.0,425000.0,56000.0,1,1,1,2,325,13,244,178,5.0
1518,1997.0,57000.0,110000.0,1,1,1,4,393,121,322,441,5.41671936259011
725,2017.0,850000.0,54000.0,1,1,1,0,318,24,292,221,5.0
1408,2016.0,400000.0,20000.0,3,1,1,2,258,119,221,424,5.0
1673,2014.0,200000.0,55896.0,1,1,1,2,356,24,230,106,5.0
342,2016.0,550000.0,35000.0,1,1,1,0,367,36,313,193,5.0
365,2012.0,250000.0,97000.0,3,1,1,2,225,11,285,16,5.0
1081,2014.0,206000.0,120000.0,3,1,1,2,322,112,182,400,5.0
508,2014.0,290000.0,50000.0,3,1,1,0,281,114,191,407,5.0
1757,2010.0,45000.0,30400.0,3,1,1,1,369,110,170,371,4.0
1011,2019.0,1200000.0,15000.0,1,1,1,0,244,35,37,291,5.0
1498,2012.0,220000.0,110000.0,1,1,1,4,297,29,278,196,5.0
1471,2008.0,515000.0,120000.0,1,1,0,2,98,69,114,346,5.0
1103,2010.0,170000.0,100000.0,3,1,1,0,238,112,180,398,5.0
1357,2010.0,260000.0,120000.0,1,1,1,2,183,13,248,178,5.0
2043,2012.0,315000.0,130000.0,1,1,1,2,260,46,16,260,5.0
1093,2011.0,225000.0,76000.0,3,1,1,2,274,119,224,424,5.0
2002,2012.0,420000.0,110000.0,1,1,1,4,223,59,73,303,5.0
974,2011.0,525000.0,96000.0,1,1,1,0,32,71,47,287,8.0
1282,2018.0,670000.0,90000.0,1,1,0,0,384,13,244,178,5.0
1498,2012.0,220000.0,110000.0,1,1,1,4,297,29,278,196,5.0
286,2013.0,250000.0,25000.0,1,1,1,0,244,25,228,139,5.0
1309,2009.0,229999.0,90000.0,1,1,1,2,222,13,241,178,5.0
1309,2009.0,229999.0,164000.0,1,1,1,2,222,13,241,178,5.0
329,2013.0,300000.0,120000.0,3,1,1,2,188,11,283,16,5.0
1074,2010.0,165000.0,66000.0,3,1,1,2,212,119,218,424,5.0
1768,2010.0,295000.0,250000.0,1,1,1,0,72,71,70,302,7.0
629,2011.0,360000.0,157000.0,1,1,1,2,314,39,61,275,5.0
629,2011.0,380000.0,157000.0,1,1,1,2,314,39,61,275,5.0
1548,2017.0,300000.0,35000.0,3,1,1,0,328,120,220,426,5.0
925,2008.0,320000.0,100000.0,1,1,1,2,44,92,40,282,9.0
138,2016.0,325000.0,70000.0,3,1,1,2,226,11,220,10,7.0
1732,2010.0,160000.0,30000.0,1,1,1,2,282,13,294,192,5.0
852,2018.0,630000.0,40000.0,1,1,1,0,145,32,232,182,7.0
1347,2020.0,600000.0,5000.0,3,1,1,0,287,10,261,41,5.0
1087,2014.0,229999.0,30000.0,3,1,1,2,322,112,182,400,5.0
1360,2014.0,440000.0,70000.0,1,1,1,2,325,13,244,178,5.0
103,2007.0,90000.0,60000.0,3,1,1,2,188,118,205,422,5.0
1163,2017.0,750000.0,60000.0,1,1,1,0,383,13,289,193,5.0
392,2012.0,330000.0,80000.0,3,1,1,2,154,35,38,118,5.0
1170,2016.0,715000.0,70000.0,1,1,1,2,383,13,289,193,5.0
1582,2013.0,250000.0,150000.0,1,1,1,2,271,12,248,161,5.0
1421,2007.0,120000.0,150000.0,3,1,1,2,194,1,210,415,5.0
314,2004.0,100000.0,25000.0,3,1,1,4,79,45,302,83,5.0
1604,2017.0,850000.0,35000.0,1,1,0,2,300,36,28,260,5.0
680,2018.0,450000.0,48000.0,1,1,1,0,362,6,243,170,5.0
2024,2012.0,240000.0,200000.0,1,1,1,0,309,12,241,161,5.0
578,2000.0,30000.0,90000.0,3,1,1,4,393,121,322,441,5.41671936259011
1307,2015.0,600000.0,135000.0,1,1,1,0,374,13,244,178,5.0
